-3.316418985967358513e+00 1.849006619759030201e+01 -1.387763136251030360e+01
-1.497132538128966246e+02 -2.106940077052906091e+01 -1.613329438231196633e+01
5.924138901571406102e+00 -3.512955980112189280e+01 -2.804474247363636863e+01
1.390429814355002804e+02 -3.138237896904346869e+01 -6.778214430022360126e+00
8.715712612440040630e+01 2.837628620732537499e+01 -7.699068278124704179e+00
1.820203580973547162e+02 6.153429121547666192e+00 6.247092273614721591e+01
-1.170070768582183618e+01 -8.515680507684880496e+00 -3.364944643907409993e+00
1.772305261596780213e+02 -2.330334660034907301e+00 -4.981184837114992803e+01
1.010585172300780954e+02 7.513340203600201050e+00 -1.090604055782024417e+01
1.018300501249487695e+02 -8.795940444865978591e+00 5.766695639496598247e+00
1.436658512010758955e+02 2.084476177447296763e+01 3.001710934799645614e+01
5.438277773272780991e+01 -2.503808123204747993e+00 7.257013402797278445e+01
1.622427253812487038e+02 -3.072729982934485626e-01 -1.093530187687444410e+01
1.228317341062554391e+02 9.296311766547718847e+00 5.211011661651716054e+01
-6.073343154944300437e+01 -1.107165689569628064e+01 1.887406336317148714e+01
-3.571278611404733994e+01 1.509878520204586749e+01 -6.438619605091179032e+00
2.367704866996331958e+01 -8.484526058953402838e+00 5.820254988179726041e+01
-1.464966232751807418e+01 -4.166077765917037823e+01 6.188525639374437759e+01
1.147320618165409201e+02 -1.169525049221366686e+01 -4.743075235265227896e+00
1.288644114878854907e+02 2.261499735421937274e+01 8.159594764399782818e+00
-8.151176784709218737e+01 6.047493667743663792e+01 3.212513951213067998e+01
9.544482344557931697e+01 -2.696935648007658060e+00 1.507235847013361862e+01
5.252909644947923340e+01 -4.076339093193074525e+00 3.462127508231491735e+00
5.260928754332709190e+01 3.587489332980882750e+01 -1.884992082623801579e+01
-4.689093876925503679e+01 -3.336962871572279710e+01 -5.331513369265918811e+01
2.302757019117506161e+02 -1.296532645664656513e+01 3.180752300715332126e+01
1.074553821972367729e+02 -7.155926068304165888e+00 1.248405496548267202e+01
1.767189718356507910e+02 2.576885708151765897e+01 -1.884068097911382722e+01
1.121275475364287217e+02 -1.141830921759421802e+00 1.496844913429812784e+01
-3.576978366719694691e+01 -3.128498474907869209e+01 6.362779738173975908e+00
1.133289014280775149e+02 -1.131889822247532251e+01 -4.337688593534321768e+01
1.719648211398543367e+02 5.139881730647475777e+00 5.113839464018765568e+01
2.084867272008322630e+02 1.212997966386220261e+00 6.930944966162368814e+01
-1.615582553943809501e+02 -1.158636095486685136e+01 -1.785823625500459855e+01
-1.455911844421202659e+02 3.619059507333942660e-01 -4.748269517409472229e+01
-3.195243383677341953e+00 8.461758423024974718e+00 2.162270158696843581e+01
2.131405414031939642e+02 -3.019355010225155844e+00 -8.539337476078169686e+01
