1.177942694748882246e+02 1.702363625134393743e+01
-1.269106415424973591e+02 2.506723614897082797e+01
1.839750088660395733e+01 3.355635240505965555e+01
-1.522401324648692480e+02 -5.617793663247389446e+01
-4.107072978442624311e+00 3.454968854233866438e+01
-2.213290622238843497e+01 -2.394613716883773336e+01
2.437600438230428779e+01 -5.555942009661642089e+01
1.549918043800674923e+02 3.833065803144725692e+01
1.263997683029815704e+02 -2.573029021603845834e+01
1.450510516432984502e+02 -3.885794971255833730e+00
3.622869105037616322e+01 -2.321246299368888799e+01
3.285985957724535922e+01 3.111496646065400995e+00
7.067266237757616310e+00 -6.298131486091774178e+01
3.926411260991508811e+01 -1.327584048001995853e+01
1.590008751199777670e+01 -8.467641540008727929e+01
-1.344319670964251934e+01 2.456304852048604381e+00
-2.959463954665502783e+01 -6.215323047766618814e-02
2.528246270263039364e+01 -3.718318880327753817e+00
-7.575225567758870682e+01 5.433789797107756669e+01
-4.960383798313125681e+01 -1.525974228196445637e+01
-6.257935026101327480e+01 -6.512195812808099049e+01
9.292653963124385186e+00 -1.878179871648963939e+01
-1.478838766101936528e+02 2.913923516518363144e+01
1.413590691444992054e+01 -6.368585311409776750e+01
-3.532391662670331556e+01 2.390992087728670867e+01
-1.013835117905871783e+02 -2.353283504136584270e+01
4.998028872164539393e+01 4.303952801753110791e+00
1.667258555237967244e+01 3.957322154366246281e+01
-5.091223663342981354e+01 -4.691436593510853470e+01
2.954240310286082050e+01 -1.613172686630830022e+00
2.772836130737666593e+01 -6.801097531990528466e+01
7.630535668493422463e+01 -1.085564490190751386e+01
-2.393967257693565998e+00 -2.019194495715180082e+01
-8.359922788494662527e+00 3.687471706530946847e+01
-4.766993679455523392e+01 5.969883365885444437e-01
-8.877750980704729500e+01 2.701985103917802888e+01
2.313356083096847726e+01 5.066897388842863847e+01
3.083759349834995689e+01 3.003106763088822362e+01
-2.629515632486977950e+01 4.709795178841142160e+01
2.363405506202905926e+01 4.904995455848628438e+01
4.817117849419041420e+00 1.058433975927120585e+01
-3.696701459546957125e+01 -2.508543191607314071e+01
-9.159087360952509016e+01 -4.097228449205687184e+00
9.354409451235891026e+01 9.741973559275359662e+01
-3.546937353059195885e+01 1.467234904504982573e+01
7.519446591048433959e+01 -9.457861448262374182e+00
1.155382405596210589e+02 -4.196977222961153586e+01
-1.479158323107903250e+01 -2.548992846582501670e+01
-3.318044925924785815e+01 -3.734266344896635559e+01
-5.302858061666007217e+01 -4.215543049793775054e+01
-4.344252321714702703e+01 7.400109169037266099e+01
1.041972646883382225e+02 -2.745843282100468130e+01
5.766960436605720020e+01 9.750261190732198102e+00
-4.417419251753278076e+01 -3.823778724756977709e+01
7.562210903214612756e+01 1.587552552927235716e+01
-5.264640195428562208e+01 -6.509556239586410697e+01
-1.950241200556885346e+01 5.471570115395546452e+01
-9.493035809157575500e+01 -1.331960079848623124e+01
-8.732467296996495065e+01 -2.056810850971258819e+00
-1.060348275549972641e+02 6.742730356493611410e+00
-1.302474194138207793e+02 5.134391692633467130e+01
7.491191633563857977e+01 6.625031899658863077e-01
1.043094273385731441e+02 5.620719612283721744e+01
-3.253714016456522273e+01 -1.324951893884765219e+01
1.019150381692657881e+01 -2.503373427335958823e+01
-4.292567163757529158e+01 4.894011816650119862e+00
-2.329973277926089850e+02 2.387278315099097981e+01
-5.468898896751132099e+01 1.024776148795942277e+02
1.663475174864071846e+02 4.356308284624135041e+01
-1.648150749758155342e+01 5.337625187257474124e+01
2.918848600047868658e+01 7.229095768955910728e+01
8.107608631870888871e+00 4.207617006181014574e+01
-6.972798045019985125e+01 -2.534247162753249327e+01
-5.454678949753455441e+01 6.039566694304391348e+01
-2.216792909689690205e+01 -2.911607478486731626e+00
6.652499516398488133e+00 3.589423131968774161e+00
-7.092200756598593614e+01 1.344192886045737900e+01
-6.718926649429673326e+00 -3.077696902748077434e+01
9.222009999979643879e+00 -2.228271624869685397e+01
-2.709461414382175448e+01 -5.477198832192390654e+01
-4.347602765595588892e+01 -5.218613044222713171e+01
7.640885432425960744e+01 -3.356022871186429946e+00
-4.062982265970140361e+01 -4.558896599285625939e+01
9.849146224734010246e+00 -1.047664825080957840e+01
4.307940411946727943e-01 -4.965165410431571757e+01
-8.503134761963849542e+00 6.065036559406473060e+01
-1.832242756732317623e+00 3.489123181711066479e+01
4.508637359237436470e+01 2.148705194434236176e+01
4.735895685346570616e+01 3.825029897799093703e+01
6.685492868119632703e+01 -1.859486284811038814e+01
3.480855662181218335e+00 -1.329726712887638485e+01
8.688203630263416244e+00 -1.239811364122481052e+01
